,datetime,season,year,month,hour,holiday,weekday,workingday,user_casual,user_registered,count_total,temperature,temp_group,moving_avg
26,2011-01-02,1,0,1,2,0,0,0,1,8,9,17.22,13.94-20.50,14.333333333333334
27,2011-01-02,1,0,1,3,0,0,0,2,4,6,18.86,13.94-20.50,10.666666666666666
28,2011-01-02,1,0,1,4,0,0,0,2,1,3,18.86,13.94-20.50,6.0
29,2011-01-02,1,0,1,6,0,0,0,0,2,2,17.22,13.94-20.50,3.6666666666666665
30,2011-01-02,1,0,1,7,0,0,0,0,1,1,16.400000000000002,13.94-20.50,2.0
31,2011-01-02,1,0,1,8,0,0,0,0,8,8,16.400000000000002,13.94-20.50,3.6666666666666665
32,2011-01-02,1,0,1,9,0,0,0,1,19,20,15.58,13.94-20.50,9.666666666666666
33,2011-01-02,1,0,1,10,0,0,0,7,46,53,14.76,13.94-20.50,27.0
34,2011-01-02,1,0,1,11,0,0,0,16,54,70,14.76,13.94-20.50,47.666666666666664
35,2011-01-02,1,0,1,12,0,0,0,20,73,93,14.76,13.94-20.50,72.0
36,2011-01-02,1,0,1,13,0,0,0,11,64,75,14.76,13.94-20.50,79.33333333333333
37,2011-01-02,1,0,1,14,0,0,0,4,55,59,14.76,13.94-20.50,75.66666666666667
38,2011-01-02,1,0,1,15,0,0,0,19,55,74,13.940000000000001,13.94-20.50,69.33333333333333
39,2011-01-02,1,0,1,16,0,0,0,9,67,76,13.940000000000001,13.94-20.50,69.66666666666667
40,2011-01-02,1,0,1,17,0,0,0,7,58,65,13.940000000000001,13.94-20.50,71.66666666666667
41,2011-01-02,1,0,1,18,0,0,0,10,43,53,14.76,13.94-20.50,64.66666666666667
42,2011-01-02,1,0,1,19,0,0,0,1,29,30,13.120000000000001,0.82-13.94,49.333333333333336
43,2011-01-02,1,0,1,20,0,0,0,5,17,22,12.299999999999999,0.82-13.94,35.0
44,2011-01-02,1,0,1,21,0,0,0,11,20,31,10.66,0.82-13.94,27.666666666666668
45,2011-01-02,1,0,1,22,0,0,0,0,9,9,9.84,0.82-13.94,20.666666666666668
46,2011-01-02,1,0,1,23,0,0,0,0,8,8,9.02,0.82-13.94,16.0
47,2011-01-03,1,0,1,0,0,1,1,0,5,5,9.02,0.82-13.94,7.333333333333333
48,2011-01-03,1,0,1,1,0,1,1,0,2,2,8.200000000000001,0.82-13.94,5.0
49,2011-01-03,1,0,1,4,0,1,1,0,1,1,6.5600000000000005,0.82-13.94,2.6666666666666665
50,2011-01-03,1,0,1,5,0,1,1,0,3,3,6.5600000000000005,0.82-13.94,2.0
51,2011-01-03,1,0,1,6,0,1,1,0,30,30,5.74,0.82-13.94,11.333333333333334
52,2011-01-03,1,0,1,7,0,1,1,1,63,64,5.74,0.82-13.94,32.333333333333336
53,2011-01-03,1,0,1,8,0,1,1,1,153,154,5.74,0.82-13.94,82.66666666666667
54,2011-01-03,1,0,1,9,0,1,1,7,81,88,6.5600000000000005,0.82-13.94,102.0
55,2011-01-03,1,0,1,10,0,1,1,11,33,44,7.38,0.82-13.94,95.33333333333333
56,2011-01-03,1,0,1,11,0,1,1,10,41,51,8.200000000000001,0.82-13.94,61.0
57,2011-01-03,1,0,1,12,0,1,1,13,48,61,9.02,0.82-13.94,52.0
58,2011-01-03,1,0,1,13,0,1,1,8,53,61,9.84,0.82-13.94,57.666666666666664
59,2011-01-03,1,0,1,14,0,1,1,11,66,77,10.66,0.82-13.94,66.33333333333333
60,2011-01-03,1,0,1,15,0,1,1,14,58,72,10.66,0.82-13.94,70.0
61,2011-01-03,1,0,1,16,0,1,1,9,67,76,10.66,0.82-13.94,75.0
62,2011-01-03,1,0,1,17,0,1,1,11,146,157,9.84,0.82-13.94,101.66666666666667
63,2011-01-03,1,0,1,18,0,1,1,9,148,157,9.84,0.82-13.94,130.0
64,2011-01-03,1,0,1,19,0,1,1,8,102,110,8.200000000000001,0.82-13.94,141.33333333333334
65,2011-01-03,1,0,1,20,0,1,1,3,49,52,8.200000000000001,0.82-13.94,106.33333333333333
66,2011-01-03,1,0,1,21,0,1,1,3,49,52,7.38,0.82-13.94,71.33333333333333
67,2011-01-03,1,0,1,22,0,1,1,0,20,20,5.74,0.82-13.94,41.333333333333336
68,2011-01-03,1,0,1,23,0,1,1,1,11,12,7.38,0.82-13.94,28.0
69,2011-01-04,1,0,1,0,0,2,1,0,5,5,6.5600000000000005,0.82-13.94,12.333333333333334
70,2011-01-04,1,0,1,1,0,2,1,0,2,2,6.5600000000000005,0.82-13.94,6.333333333333333
71,2011-01-04,1,0,1,2,0,2,1,0,1,1,5.74,0.82-13.94,2.6666666666666665
72,2011-01-04,1,0,1,4,0,2,1,0,2,2,5.74,0.82-13.94,1.6666666666666667
73,2011-01-04,1,0,1,5,0,2,1,0,4,4,4.92,0.82-13.94,2.3333333333333335
74,2011-01-04,1,0,1,6,0,2,1,0,36,36,4.92,0.82-13.94,14.0
75,2011-01-04,1,0,1,7,0,2,1,2,92,94,4.92,0.82-13.94,44.666666666666664
76,2011-01-04,1,0,1,8,0,2,1,2,177,179,5.74,0.82-13.94,103.0
77,2011-01-04,1,0,1,9,0,2,1,2,98,100,6.5600000000000005,0.82-13.94,124.33333333333333
78,2011-01-04,1,0,1,10,0,2,1,5,37,42,6.5600000000000005,0.82-13.94,107.0
79,2011-01-04,1,0,1,11,0,2,1,7,50,57,9.02,0.82-13.94,66.33333333333333
80,2011-01-04,1,0,1,12,0,2,1,12,66,78,9.02,0.82-13.94,59.0
81,2011-01-04,1,0,1,13,0,2,1,18,79,97,9.84,0.82-13.94,77.33333333333333
82,2011-01-04,1,0,1,14,0,2,1,9,54,63,10.66,0.82-13.94,79.33333333333333
83,2011-01-04,1,0,1,15,0,2,1,17,48,65,11.48,0.82-13.94,75.0
84,2011-01-04,1,0,1,16,0,2,1,15,68,83,12.299999999999999,0.82-13.94,70.33333333333333
85,2011-01-04,1,0,1,17,0,2,1,10,202,212,11.48,0.82-13.94,120.0
86,2011-01-04,1,0,1,18,0,2,1,3,179,182,10.66,0.82-13.94,159.0
87,2011-01-04,1,0,1,19,0,2,1,2,110,112,9.84,0.82-13.94,168.66666666666666
88,2011-01-04,1,0,1,20,0,2,1,1,53,54,9.84,0.82-13.94,116.0
89,2011-01-04,1,0,1,21,0,2,1,0,48,48,9.02,0.82-13.94,71.33333333333333
90,2011-01-04,1,0,1,22,0,2,1,1,34,35,9.02,0.82-13.94,45.666666666666664
91,2011-01-04,1,0,1,23,0,2,1,2,9,11,8.200000000000001,0.82-13.94,31.333333333333332
92,2011-01-05,1,0,1,0,0,3,1,0,6,6,8.200000000000001,0.82-13.94,17.333333333333332
93,2011-01-05,1,0,1,1,0,3,1,0,6,6,6.5600000000000005,0.82-13.94,7.666666666666667
94,2011-01-05,1,0,1,2,0,3,1,0,2,2,6.5600000000000005,0.82-13.94,4.666666666666667
95,2011-01-05,1,0,1,4,0,3,1,0,2,2,9.84,0.82-13.94,3.3333333333333335
96,2011-01-05,1,0,1,5,0,3,1,0,3,3,9.02,0.82-13.94,2.3333333333333335
97,2011-01-05,1,0,1,6,0,3,1,0,33,33,8.200000000000001,0.82-13.94,12.666666666666666
98,2011-01-05,1,0,1,7,0,3,1,1,87,88,7.38,0.82-13.94,41.333333333333336
99,2011-01-05,1,0,1,8,0,3,1,3,192,195,8.200000000000001,0.82-13.94,105.33333333333333
100,2011-01-05,1,0,1,9,0,3,1,6,109,115,9.02,0.82-13.94,132.66666666666666
101,2011-01-05,1,0,1,10,0,3,1,4,53,57,9.02,0.82-13.94,122.33333333333333
102,2011-01-05,1,0,1,11,0,3,1,12,34,46,10.66,0.82-13.94,72.66666666666667
103,2011-01-05,1,0,1,12,0,3,1,5,74,79,10.66,0.82-13.94,60.666666666666664
104,2011-01-05,1,0,1,13,0,3,1,6,65,71,11.48,0.82-13.94,65.33333333333333
105,2011-01-05,1,0,1,14,0,3,1,10,52,62,12.299999999999999,0.82-13.94,70.66666666666667
106,2011-01-05,1,0,1,15,0,3,1,7,55,62,12.299999999999999,0.82-13.94,65.0
107,2011-01-05,1,0,1,16,0,3,1,4,85,89,12.299999999999999,0.82-13.94,71.0
108,2011-01-05,1,0,1,17,0,3,1,4,186,190,9.84,0.82-13.94,113.66666666666667
109,2011-01-05,1,0,1,18,0,3,1,3,166,169,9.84,0.82-13.94,149.33333333333334
110,2011-01-05,1,0,1,19,0,3,1,5,127,132,9.84,0.82-13.94,163.66666666666666
111,2011-01-05,1,0,1,20,0,3,1,7,82,89,9.02,0.82-13.94,130.0
112,2011-01-05,1,0,1,21,0,3,1,3,40,43,8.200000000000001,0.82-13.94,88.0
113,2011-01-05,1,0,1,22,0,3,1,1,41,42,7.38,0.82-13.94,58.0
114,2011-01-05,1,0,1,23,0,3,1,1,18,19,8.200000000000001,0.82-13.94,34.666666666666664
115,2011-01-06,1,0,1,0,0,4,1,0,11,11,7.38,0.82-13.94,24.0
116,2011-01-06,1,0,1,1,0,4,1,0,4,4,6.5600000000000005,0.82-13.94,11.333333333333334
117,2011-01-06,1,0,1,2,0,4,1,0,2,2,6.5600000000000005,0.82-13.94,5.666666666666667
118,2011-01-06,1,0,1,4,0,4,1,0,1,1,6.5600000000000005,0.82-13.94,2.3333333333333335
119,2011-01-06,1,0,1,5,0,4,1,0,4,4,5.74,0.82-13.94,2.3333333333333335
120,2011-01-06,1,0,1,6,0,4,1,0,36,36,5.74,0.82-13.94,13.666666666666666
121,2011-01-06,1,0,1,7,0,4,1,0,95,95,6.5600000000000005,0.82-13.94,45.0
122,2011-01-06,1,0,1,8,0,4,1,3,216,219,6.5600000000000005,0.82-13.94,116.66666666666667
123,2011-01-06,1,0,1,9,0,4,1,6,116,122,7.38,0.82-13.94,145.33333333333334
124,2011-01-06,1,0,1,10,0,4,1,3,42,45,8.200000000000001,0.82-13.94,128.66666666666666
125,2011-01-06,1,0,1,11,0,4,1,2,57,59,9.02,0.82-13.94,75.33333333333333
126,2011-01-06,1,0,1,12,0,4,1,6,78,84,10.66,0.82-13.94,62.666666666666664
127,2011-01-06,1,0,1,13,0,4,1,12,55,67,10.66,0.82-13.94,70.0
128,2011-01-06,1,0,1,14,0,4,1,11,59,70,11.48,0.82-13.94,73.66666666666667
129,2011-01-06,1,0,1,15,0,4,1,8,54,62,11.48,0.82-13.94,66.33333333333333
130,2011-01-06,1,0,1,16,0,4,1,12,74,86,10.66,0.82-13.94,72.66666666666667
131,2011-01-06,1,0,1,17,0,4,1,9,163,172,9.02,0.82-13.94,106.66666666666667
132,2011-01-06,1,0,1,18,0,4,1,5,158,163,9.02,0.82-13.94,140.33333333333334
133,2011-01-06,1,0,1,19,0,4,1,3,109,112,9.02,0.82-13.94,149.0
134,2011-01-06,1,0,1,20,0,4,1,3,66,69,8.200000000000001,0.82-13.94,114.66666666666667
135,2011-01-06,1,0,1,21,0,4,1,0,48,48,9.02,0.82-13.94,76.33333333333333
136,2011-01-06,1,0,1,22,0,4,1,1,51,52,9.02,0.82-13.94,56.333333333333336
137,2011-01-06,1,0,1,23,0,4,1,4,19,23,8.200000000000001,0.82-13.94,41.0
138,2011-01-07,1,0,1,0,0,5,1,4,13,17,8.200000000000001,0.82-13.94,30.666666666666668
139,2011-01-07,1,0,1,1,0,5,1,2,5,7,8.200000000000001,0.82-13.94,15.666666666666666
140,2011-01-07,1,0,1,2,0,5,1,0,1,1,8.200000000000001,0.82-13.94,8.333333333333334
141,2011-01-07,1,0,1,4,0,5,1,0,1,1,8.200000000000001,0.82-13.94,3.0
142,2011-01-07,1,0,1,5,0,5,1,0,5,5,9.02,0.82-13.94,2.3333333333333335
143,2011-01-07,1,0,1,6,0,5,1,8,26,34,8.200000000000001,0.82-13.94,13.333333333333334
144,2011-01-07,1,0,1,7,0,5,1,8,76,84,8.200000000000001,0.82-13.94,41.0
145,2011-01-07,1,0,1,8,0,5,1,20,190,210,8.200000000000001,0.82-13.94,109.33333333333333
146,2011-01-07,1,0,1,9,0,5,1,9,125,134,8.200000000000001,0.82-13.94,142.66666666666666
147,2011-01-07,1,0,1,10,0,5,1,16,47,63,9.02,0.82-13.94,135.66666666666666
148,2011-01-07,1,0,1,11,0,5,1,19,48,67,8.200000000000001,0.82-13.94,88.0
149,2011-01-07,1,0,1,12,0,5,1,9,50,59,8.200000000000001,0.82-13.94,63.0
150,2011-01-07,1,0,1,13,0,5,1,9,64,73,8.200000000000001,0.82-13.94,66.33333333333333
151,2011-01-07,1,0,1,14,0,5,1,7,43,50,8.200000000000001,0.82-13.94,60.666666666666664
152,2011-01-07,1,0,1,15,0,5,1,9,63,72,8.200000000000001,0.82-13.94,65.0
153,2011-01-07,1,0,1,16,0,5,1,5,82,87,8.200000000000001,0.82-13.94,69.66666666666667
154,2011-01-07,1,0,1,17,0,5,1,9,178,187,8.200000000000001,0.82-13.94,115.33333333333333
155,2011-01-07,1,0,1,18,0,5,1,7,116,123,8.200000000000001,0.82-13.94,132.33333333333334
156,2011-01-07,1,0,1,19,0,5,1,3,92,95,6.5600000000000005,0.82-13.94,135.0
157,2011-01-07,1,0,1,20,0,5,1,1,50,51,7.38,0.82-13.94,89.66666666666667
158,2011-01-07,1,0,1,21,0,5,1,0,39,39,7.38,0.82-13.94,61.666666666666664
159,2011-01-07,1,0,1,22,0,5,1,2,34,36,7.38,0.82-13.94,42.0
160,2011-01-07,1,0,1,23,0,5,1,1,14,15,7.38,0.82-13.94,30.0
161,2011-01-08,1,0,1,0,0,6,0,1,24,25,7.38,0.82-13.94,25.333333333333332
162,2011-01-08,1,0,1,1,0,6,0,1,15,16,7.38,0.82-13.94,18.666666666666668
163,2011-01-08,1,0,1,2,0,6,0,3,13,16,7.38,0.82-13.94,19.0
164,2011-01-08,1,0,1,3,0,6,0,0,7,7,7.38,0.82-13.94,13.0
165,2011-01-08,1,0,1,4,0,6,0,0,1,1,7.38,0.82-13.94,8.0
166,2011-01-08,1,0,1,5,0,6,0,0,5,5,6.5600000000000005,0.82-13.94,4.333333333333333
167,2011-01-08,1,0,1,6,0,6,0,0,2,2,6.5600000000000005,0.82-13.94,2.6666666666666665
168,2011-01-08,1,0,1,7,0,6,0,1,8,9,6.5600000000000005,0.82-13.94,5.333333333333333
169,2011-01-08,1,0,1,8,0,6,0,0,15,15,6.5600000000000005,0.82-13.94,8.666666666666666
170,2011-01-08,1,0,1,9,0,6,0,0,20,20,6.5600000000000005,0.82-13.94,14.666666666666666
171,2011-01-08,1,0,1,10,0,6,0,5,56,61,7.38,0.82-13.94,32.0
172,2011-01-08,1,0,1,11,0,6,0,2,60,62,8.200000000000001,0.82-13.94,47.666666666666664
173,2011-01-08,1,0,1,12,0,6,0,8,90,98,8.200000000000001,0.82-13.94,73.66666666666667
174,2011-01-08,1,0,1,13,0,6,0,7,95,102,8.200000000000001,0.82-13.94,87.33333333333333
175,2011-01-08,1,0,1,14,0,6,0,12,83,95,8.200000000000001,0.82-13.94,98.33333333333333
176,2011-01-08,1,0,1,15,0,6,0,5,69,74,8.200000000000001,0.82-13.94,90.33333333333333
177,2011-01-08,1,0,1,16,0,6,0,8,68,76,7.38,0.82-13.94,81.66666666666667
178,2011-01-08,1,0,1,17,0,6,0,5,64,69,6.5600000000000005,0.82-13.94,73.0
179,2011-01-08,1,0,1,18,0,6,0,3,52,55,5.74,0.82-13.94,66.66666666666667
180,2011-01-08,1,0,1,19,0,6,0,4,26,30,5.74,0.82-13.94,51.333333333333336
181,2011-01-08,1,0,1,20,0,6,0,0,28,28,4.92,0.82-13.94,37.666666666666664
182,2011-01-08,1,0,1,21,0,6,0,2,35,37,4.92,0.82-13.94,31.666666666666668
183,2011-01-08,1,0,1,22,0,6,0,1,33,34,4.92,0.82-13.94,33.0
184,2011-01-08,1,0,1,23,0,6,0,0,22,22,4.1000000000000005,0.82-13.94,31.0
185,2011-01-09,1,0,1,0,0,0,0,1,24,25,4.1000000000000005,0.82-13.94,27.0
186,2011-01-09,1,0,1,1,0,0,0,0,12,12,4.1000000000000005,0.82-13.94,19.666666666666668
187,2011-01-09,1,0,1,2,0,0,0,0,11,11,4.1000000000000005,0.82-13.94,16.0
188,2011-01-09,1,0,1,3,0,0,0,0,4,4,4.1000000000000005,0.82-13.94,9.0
189,2011-01-09,1,0,1,4,0,0,0,0,1,1,3.2800000000000002,0.82-13.94,5.333333333333333
190,2011-01-09,1,0,1,5,0,0,0,0,1,1,3.2800000000000002,0.82-13.94,2.0
191,2011-01-09,1,0,1,6,0,0,0,0,1,1,4.1000000000000005,0.82-13.94,1.0
192,2011-01-09,1,0,1,7,0,0,0,1,5,6,3.2800000000000002,0.82-13.94,2.6666666666666665
193,2011-01-09,1,0,1,8,0,0,0,0,10,10,4.1000000000000005,0.82-13.94,5.666666666666667
194,2011-01-09,1,0,1,9,0,0,0,0,19,19,4.92,0.82-13.94,11.666666666666666
195,2011-01-09,1,0,1,10,0,0,0,0,49,49,5.74,0.82-13.94,26.0
196,2011-01-09,1,0,1,11,0,0,0,2,47,49,6.5600000000000005,0.82-13.94,39.0
197,2011-01-09,1,0,1,12,0,0,0,4,79,83,7.38,0.82-13.94,60.333333333333336
198,2011-01-09,1,0,1,13,0,0,0,6,69,75,8.200000000000001,0.82-13.94,69.0
199,2011-01-09,1,0,1,14,0,0,0,8,64,72,9.02,0.82-13.94,76.66666666666667
200,2011-01-09,1,0,1,15,0,0,0,5,77,82,9.02,0.82-13.94,76.33333333333333
201,2011-01-09,1,0,1,16,0,0,0,13,79,92,8.200000000000001,0.82-13.94,82.0
202,2011-01-09,1,0,1,17,0,0,0,3,59,62,7.38,0.82-13.94,78.66666666666667
203,2011-01-09,1,0,1,18,0,0,0,4,44,48,6.5600000000000005,0.82-13.94,67.33333333333333
204,2011-01-09,1,0,1,19,0,0,0,1,40,41,6.5600000000000005,0.82-13.94,50.333333333333336
205,2011-01-09,1,0,1,20,0,0,0,0,38,38,5.74,0.82-13.94,42.333333333333336
206,2011-01-09,1,0,1,21,0,0,0,1,19,20,5.74,0.82-13.94,33.0
207,2011-01-09,1,0,1,22,0,0,0,5,10,15,5.74,0.82-13.94,24.333333333333332
208,2011-01-09,1,0,1,23,0,0,0,0,6,6,4.92,0.82-13.94,13.666666666666666
209,2011-01-10,1,0,1,0,0,1,1,2,3,5,4.92,0.82-13.94,8.666666666666666
210,2011-01-10,1,0,1,1,0,1,1,1,0,1,4.92,0.82-13.94,4.0
211,2011-01-10,1,0,1,2,0,1,1,0,3,3,4.92,0.82-13.94,3.0
212,2011-01-10,1,0,1,3,0,1,1,0,1,1,4.92,0.82-13.94,1.6666666666666667
213,2011-01-10,1,0,1,4,0,1,1,1,2,3,4.1000000000000005,0.82-13.94,2.3333333333333335
214,2011-01-10,1,0,1,5,0,1,1,0,3,3,4.1000000000000005,0.82-13.94,2.3333333333333335
215,2011-01-10,1,0,1,6,0,1,1,0,31,31,4.92,0.82-13.94,12.333333333333334
216,2011-01-10,1,0,1,7,0,1,1,2,75,77,4.92,0.82-13.94,37.0
217,2011-01-10,1,0,1,8,0,1,1,4,184,188,4.92,0.82-13.94,98.66666666666667
218,2011-01-10,1,0,1,9,0,1,1,2,92,94,5.74,0.82-13.94,119.66666666666667
219,2011-01-10,1,0,1,10,0,1,1,0,31,31,5.74,0.82-13.94,104.33333333333333
220,2011-01-10,1,0,1,11,0,1,1,2,28,30,6.5600000000000005,0.82-13.94,51.666666666666664
221,2011-01-10,1,0,1,12,0,1,1,5,47,52,8.200000000000001,0.82-13.94,37.666666666666664
222,2011-01-10,1,0,1,13,0,1,1,4,50,54,8.200000000000001,0.82-13.94,45.333333333333336
223,2011-01-10,1,0,1,14,0,1,1,0,47,47,8.200000000000001,0.82-13.94,51.0
224,2011-01-10,1,0,1,15,0,1,1,2,43,45,8.200000000000001,0.82-13.94,48.666666666666664
225,2011-01-10,1,0,1,16,0,1,1,4,70,74,8.200000000000001,0.82-13.94,55.333333333333336
226,2011-01-10,1,0,1,17,0,1,1,4,174,178,8.200000000000001,0.82-13.94,99.0
227,2011-01-10,1,0,1,18,0,1,1,1,154,155,8.200000000000001,0.82-13.94,135.66666666666666
228,2011-01-10,1,0,1,19,0,1,1,3,92,95,6.5600000000000005,0.82-13.94,142.66666666666666
229,2011-01-10,1,0,1,20,0,1,1,1,73,74,6.5600000000000005,0.82-13.94,108.0
230,2011-01-10,1,0,1,21,0,1,1,1,37,38,5.74,0.82-13.94,69.0
231,2011-01-10,1,0,1,22,0,1,1,2,22,24,5.74,0.82-13.94,45.333333333333336
232,2011-01-10,1,0,1,23,0,1,1,0,18,18,5.74,0.82-13.94,26.666666666666668
233,2011-01-11,1,0,1,0,0,2,1,2,10,12,5.74,0.82-13.94,18.0
234,2011-01-11,1,0,1,1,0,2,1,0,3,3,5.74,0.82-13.94,11.0
235,2011-01-11,1,0,1,2,0,2,1,0,3,3,6.5600000000000005,0.82-13.94,6.0
236,2011-01-11,1,0,1,5,0,2,1,0,6,6,6.5600000000000005,0.82-13.94,4.0
237,2011-01-11,1,0,1,6,0,2,1,0,27,27,6.5600000000000005,0.82-13.94,12.0
238,2011-01-11,1,0,1,7,0,2,1,2,97,99,6.5600000000000005,0.82-13.94,44.0
239,2011-01-11,1,0,1,8,0,2,1,3,214,217,7.38,0.82-13.94,114.33333333333333
240,2011-01-11,1,0,1,9,0,2,1,3,127,130,7.38,0.82-13.94,148.66666666666666
241,2011-01-11,1,0,1,10,0,2,1,3,51,54,8.200000000000001,0.82-13.94,133.66666666666666
242,2011-01-11,1,0,1,11,0,2,1,4,31,35,8.200000000000001,0.82-13.94,73.0
243,2011-01-11,1,0,1,12,0,2,1,2,55,57,8.200000000000001,0.82-13.94,48.666666666666664
244,2011-01-11,1,0,1,13,0,2,1,6,46,52,8.200000000000001,0.82-13.94,48.0
245,2011-01-11,1,0,1,14,0,2,1,3,60,63,8.200000000000001,0.82-13.94,57.333333333333336
246,2011-01-11,1,0,1,15,0,2,1,2,45,47,6.5600000000000005,0.82-13.94,54.0
247,2011-01-11,1,0,1,16,0,2,1,4,72,76,6.5600000000000005,0.82-13.94,62.0
248,2011-01-11,1,0,1,17,0,2,1,6,130,136,6.5600000000000005,0.82-13.94,86.33333333333333
249,2011-01-11,1,0,1,18,0,2,1,1,94,95,6.5600000000000005,0.82-13.94,102.33333333333333
250,2011-01-11,1,0,1,19,0,2,1,0,51,51,6.5600000000000005,0.82-13.94,94.0
251,2011-01-11,1,0,1,20,0,2,1,0,32,32,6.5600000000000005,0.82-13.94,59.333333333333336
252,2011-01-11,1,0,1,21,0,2,1,0,20,20,6.5600000000000005,0.82-13.94,34.333333333333336
253,2011-01-11,1,0,1,22,0,2,1,1,28,29,6.5600000000000005,0.82-13.94,27.0
254,2011-01-11,1,0,1,23,0,2,1,1,18,19,6.5600000000000005,0.82-13.94,22.666666666666668
255,2011-01-12,1,0,1,0,0,3,1,0,7,7,6.5600000000000005,0.82-13.94,18.333333333333332
256,2011-01-12,1,0,1,1,0,3,1,0,6,6,6.5600000000000005,0.82-13.94,10.666666666666666
257,2011-01-12,1,0,1,2,0,3,1,0,1,1,5.74,0.82-13.94,4.666666666666667
258,2011-01-12,1,0,1,5,0,3,1,0,5,5,5.74,0.82-13.94,4.0
259,2011-01-12,1,0,1,6,0,3,1,0,16,16,4.92,0.82-13.94,7.333333333333333
260,2011-01-12,1,0,1,7,0,3,1,0,54,54,5.74,0.82-13.94,25.0
261,2011-01-12,1,0,1,8,0,3,1,3,125,128,6.5600000000000005,0.82-13.94,66.0
262,2011-01-12,1,0,1,9,0,3,1,3,78,81,6.5600000000000005,0.82-13.94,87.66666666666667
263,2011-01-12,1,0,1,10,0,3,1,0,39,39,7.38,0.82-13.94,82.66666666666667
264,2011-01-12,1,0,1,11,0,3,1,3,32,35,8.200000000000001,0.82-13.94,51.666666666666664
265,2011-01-12,1,0,1,12,0,3,1,3,52,55,8.200000000000001,0.82-13.94,43.0
266,2011-01-12,1,0,1,13,0,3,1,0,49,49,9.02,0.82-13.94,46.333333333333336
267,2011-01-12,1,0,1,14,0,3,1,0,44,44,8.200000000000001,0.82-13.94,49.333333333333336
268,2011-01-12,1,0,1,15,0,3,1,1,48,49,8.200000000000001,0.82-13.94,47.333333333333336
269,2011-01-12,1,0,1,16,0,3,1,5,63,68,9.02,0.82-13.94,53.666666666666664
270,2011-01-12,1,0,1,17,0,3,1,0,139,139,8.200000000000001,0.82-13.94,85.33333333333333
271,2011-01-12,1,0,1,18,0,3,1,2,135,137,8.200000000000001,0.82-13.94,114.66666666666667
272,2011-01-12,1,0,1,19,0,3,1,1,82,83,7.38,0.82-13.94,119.66666666666667
273,2011-01-12,1,0,1,20,0,3,1,2,54,56,6.5600000000000005,0.82-13.94,92.0
274,2011-01-12,1,0,1,21,0,3,1,0,57,57,6.5600000000000005,0.82-13.94,65.33333333333333
275,2011-01-12,1,0,1,22,0,3,1,1,32,33,6.5600000000000005,0.82-13.94,48.666666666666664
276,2011-01-12,1,0,1,23,0,3,1,1,19,20,5.74,0.82-13.94,36.666666666666664
277,2011-01-13,1,0,1,0,0,4,1,1,6,7,5.74,0.82-13.94,20.0
278,2011-01-13,1,0,1,1,0,4,1,0,2,2,5.74,0.82-13.94,9.666666666666666
